noticia_link_1,noticia_headline_1,noticia_bajada_1,noticia_antetitulo_1,noticia_cuerpo_1,noticia_dia_1,noticia_etiquetas_1,noticia_entidad_1,noticia_link_2,noticia_headline_2,noticia_bajada_2,noticia_antetitulo_2,noticia_cuerpo_2,noticia_dia_2,noticia_etiquetas_2,noticia_entidad_2
https://elcomercio.pe/lima/sucesos/papa-francisco-misa-palmas-sera-senor-milagros-noticia-473551-noticia/,papa francisco misa papal sera seÃ±or milagros,multitudinaria misa sera ultima actividad oficial santo padre pais domingo enero proximo aÃ±o,Sucesos,cardenal juan luis cipriani anuncio presentacion agenda oficial papa francisco pais seÃ±or milagros estara presente multitudinaria misa palmas escenario final actividades lider iglesia catolica pais tras debate costa verde primera opcion misa definio base aerea fuerza aerea peru lugar misa papal pueblo peruano seÃ±or milagros simbolo papa quiere saludar seÃ±or milagros pueblo entero tambien quiere brindarle cariÃ±o cristo moreno dijo cardenal cipriani reitero fieles quieran participar multitudinaria misa aun puede inscribirse entrada habra habra dificultad gente pueda inscribir pueda acceder misa sera palmas enfatizo lee tambien,2017-11-13,"Papa Francisco, Las Palmas",https://peru21.pe/peru/papa-francisco-peru-senor-milagros-presidira-misa-palmas-384245-noticia/,seÃ±or milagros estara presente misa papa francisco palmas,cardenal juan luis cipriani confirmo informacion rito realizarse enero,PerÃº,visita papa francisco peru cada vez mas cerca tan solo dos meses llegada sumo pontifice territorio nacional establecido cronograma actividades realizara enero tarde cardenal juan luis cipriani hablo multitudinaria misa desarrollara base aerea palmas chorrillos arzobispo lima confirmo seÃ±or milagros presidira misa realizarse enero seÃ±or milagros jesus cruz asi presidira misa domingo enero lima preciso seÃ±or milagros jesus cruz asi presidira misa domingo enero lima cardenal cipriani papa peru elpapaenperu november,2017-11-13,"Papa Francisco en PerÃº, Papa Francisco, SeÃ±or de los Milagros"
https://peru21.pe/politica/kenji-fujimori-acuerdo-pena-muerte-382679-noticia/,kenji fujimori acuerdo pena muerte,parlamentario fuerza popular sento posicion pena muerte delitos violacion sexual,PolÃ­tica,medio debate abierto pena muerte aquellos incurren delito violacion sexual niÃ±os congresista kenji fujimori pronuncio ejecucion efectiva pais acuerdo pena muerte si prohibido legislar legislemos bicameralidad indico legislador fuerza popular traves twitter mavilahuertasc acuerdo pena muerte si prohibido legislar legislemos bicameralidad kenji fujimori kenjifujimorih noviembre respuesta publico kenji fujimori tras pronunciamiento miki torres canal n pone evidencia siguen conflictos internos fujimoristas peru ratifico tratado internacional convencion americana derechos humanos conocido pacto san jose costa rica prohibe extender pena muerte delitos contemplados anterioridad territorio peru firmo tratado constitucion contemplaba pena muerte delitos traicion patria caso guerra homicidio calificado supuestos constitucion solo mantuvo pena muerte casos traicion patria,2017-11-01,"Kenji Fujimori, Pena de Muerte",https://diariocorreo.pe/politica/keiko-deja-decision-sobre-pena-de-muerte-consciencia-de-sus-congresistas-783650/,keiko fujimori deja decision pena muerte conciencia congresistas,asi asegura karla schaefer tambien sostuvo lideresa fuerza popular acuerdo medida,PolÃ­tica,congresista karla schaefer impulsa pena muerte violadores menores aÃ±os revelo lideresa fuerza popular keiko fujimori dejara conciencia cada parlamentarios decision aprobar dicho proyecto conversacion correo revelo reunion evaluar tema programada ultimo martes llego desarrollar debido varios compaÃ±eros bancada viajaron provincia embargo relato siete legisladores naranjas dialogaron excandidata presidencial adelanto pese respalda iniciativa dejara libertad cada respectiva votacion proyecto octubre espero evalue brevedad posible justo pedi keiko fujimori chequeara bancada agilidad caso poder pasar comisiones puntualizo,2017-11-01,"Karla Schaefer, Pena de muerte, Keiko Fujimori"
https://elcomercio.pe/politica/daniel-salaverry-espera-cargos-imputados-joaquin-ramirez-sean-falsos-noticia-472491-noticia/,salaverry espera cargos imputados ramirez falsos,vocero fuerza popular sostuvo ex congresista investigado crimen organizado presento keiko fujimori,PolÃ­tica,vocero bancada fuerza popular daniel salaverry reitero decision denunciar constitucionalmente fiscal nacion pablo sanchez represalia reapertura investigacion ministerio publico lavado activos bajo ley crimen organizado joaquin ramirez ex congresista ex secretario general partido cabe apuntar keiko fujimori ex candidata presidencial comprendida pesquisa sonre ramirez salaverry comento si bien amigo ve hace mas aÃ±o conoci joaquin ramirez asume presidencia club deportivo carlos manucci salia dicho vez presento keiko fujimori punto agrego asimismo seÃ±alo joaquin ramirez persona investigada sera poder judicial determinara responsabilidad sentido expreso favor investigue ex hombre fuerte fujimorismo espero cargos imputan falsos bien familia conocido apreciado algun momento refirio rpp embargo daniel salaverry si cuestiono investigue keiko fujimori empresas consorciadas odebrecht tocan petalo rosa finalmente considero ministerio publico quiere afectar futuro politico keiko fujimori fuerza popular cara elecciones,2017-11-08,"JoaquÃ­n RamÃ­rez, Daniel Salaverry, Fuerza Popular",https://peru21.pe/politica/daniel-salaverry-joaquin-ramirez-me-presento-keiko-fujimori-383626-noticia/,daniel salaverry joaquin ramirez presento keiko fujimori,vocero fuerza popular dijo quiere satanizar ex secretario partido politico,PolÃ­tica,vocero fuerza popular daniel salaverry reconocio noche amigo ex secretario general partido joaquin ramirez investigado presunto lavado activos adecuaria ley crimen organizado pedido ministerio publico conoci joaquin ramirez asume presidencia manucci salia joaquin ramirez dicho vez presento keiko fujimori conto vocero sabe programa milagros leiva difundio video colgado redes sociales observa daniel salaverry presentando joaquin ramirez transicion mandato club deportivo manucci trujillo conozco joaquin ramirez compartido dos aÃ±os campaÃ±a puedo decir amigo conozco traves campaÃ±a secretario general partido candidato ahora congresista lamentablemente veo hace mas aÃ±o agrego daniel salaverry respecto culpabilidad tendria ramirez salaverry quiso satanizarlo espera cargos imputan falsos bien familia,2017-11-08,"Daniel Salaverry, JoaquÃ­n RamÃ­rez, Fuerza Popular"
https://diariocorreo.pe/deportes/yoshimar-yotun-mensaje-paolo-guerrero-facebook-784200/,yoshimar yotun conmueve mensaje paolo guerrero facebook,tras dificil momento vive seleccion asi reacciono volante bicolor,Deportes,tras suspension dias fifa impuso paolo guerrero varios compaÃ±eros seleccion peruana respaldaron calidos mensajes ayer embargo publicaciones destaco hoy volante bicolor yoshimar yotun dedico emotiva composicion depredador final mensaje yoshimar yotun despide capitan seleccion diciendo vemos rusia capitan guerrero sentido nunca amilanaste dejaste ultimo aliento cancha llevaste coraje buen sendero soldados franja blanca roja sabemos cada noche dormir sola cosa mente corazon quiero decir vemos rusia capitan quiero decirle hermanos peruanos preparados hacer cada vino hacer grupo humano rico doy mil gracias dios perdamos fe bajemos cabeza dice post facebook,2017-11-04,"Yoshimar YotÃºn, Paolo Guerrero",https://peru21.pe/deportes/yoshimar-yotun-contundente-mensaje-apoyo-paolo-seleccion-383046-noticia/,yoshimar yotun mensaje apoyo paolo guerrero seleccion,volante equipo blanquirrojo pronuncio traves redes sociales,Deportes,futbolista yoshimar yotun envio emotivo mensaje apoyo solidaridad paolo guerrero suspendido fifa tras someterse prueba dopaje arrojo resultado analitico adverso llevaste coraje buen sendero soldados franja blanca roja sabemos cada noche dormir sola cosa mente corazon quiero decir vemos rusia capitan indico yotun trata mensaje lleno consideracion afecto guerrero actual capitan seleccion nacional considerado futbolistas mas exitosos reconocidos peru bicolor enfrentara nueva zelanda miras mundial rusia sabe jugara paolo guerrero tras suspension tal sentido yotun tambien dedico unas palabras aliento hinchada seleccion integra volante quiero decirle hermanos peruanos preparados hacer cada vino hacer grupo humano rico doy mil gracias dios perdamos fe bajemos cabeza achorateperu contigopaolo diosesjusto yy seÃ±alo,2017-11-04,"Yoshimar YotÃºn, Paolo Guerrero"
https://peru21.pe/deportes/monarcas-morelia-vs-cruz-azul-vivo-online-ver-directo-fecha-16-apertura-liga-mx-2017-382822-noticia/,raul ruidiaz morelia cayo cruz azul liga mx,mora mendez sacaron ventaja visita partido dela liga mx mientras valdes marco unico gol equipo pulga,Deportes,pudo casa monarcas morelia sucumbio siempre complicado cruz azul presencia raul ruidiaz marco diferencia conjunto local goles victoria llegaron gracias mora mendez culminar media hora partido habian ampliado ventaja marcador ponian cancha morelia ocasion pulga consiguio anotar equipo sufrio valdes anoto unico locales manera raul ruidiaz regresara peru derrota club repechaje nueva zelanda previa partidomonarcas morelia recibira cruz azul viernes vivo online p m estadio morelos decimosexta jornada presente temporada apertura liga mx azteca atacante peruano raul ruidiaz goleador equipo michoacano ocho conquistas certamen monarquia buscara nuevo triunfo objetivo asegurar presencia liguilla titulo unidades morelia ubica tercero clasificacion certamen tres puntos tigres siete monterrey mientras cruz azul marcha noveno tras dos derrotas consecutivas morelia vs cruz azulen vivo online hora peruana p m,2017-11-03,"Monarcas Morelia, Liga MX, RaÃºl RuidÃ­az, Cruz Azul",https://elcomercio.pe/deporte-total/peruanos-en-el-mundo/cruz-azul-vs-morelia-vivo-online-raul-ruidiaz-tv-azteca-liga-mx-noticia-470789-noticia/,cruz azul vencio morelia liga mx,cruz azulse impuso amonarcas moreliacon doblete felipe mora peruanoraul ruidiazactuo minutos pudo anotar,Peruanos en el mundo,cruz azul supero domicilio morelia inicio decimosexta penultima jornada fase regular apertura mexicano peruano raul ruidiaz titular aunque anoto chileno felipe mora tiro cruz azul doblete viernes supero visitante morelia metio equipo ocho primeros clasificacion inicio decimosexta jornada apertura mexicano mora marco goles minutos llego siete cuento personal compatriota diego valdes desconto morelia tiro libre cruz azul vs morelia resumen goles triunfo sexto torneo cruz azul llego unidades salto septimo lugar mientras morelia sufrio cuarta derrota cayo cuarto lugar puntos obligado triunfo mantener posibilidades avanzar fase final equipo celeste dirige espaÃ±ol paco jemez asumio control partido balon silbatazo inicial inmediato reporto resultados cruz azul cobro tiro esquina derecha argentino gabriel peÃ±alba levanto primer poste desviar balon cabeza segundo practicamente linea meta mora empujo balon pierna derecha visitantes presionaron morelia salida tres cuartos cancha recuperaron balon chileno francisco silva inmediato abrio balon izquierda espaÃ±ol edgar mendez entrar area mando balon cruzado abajo segundo poste nuevamente aparecio mora segundo tiempo morelia sobrepuso mostro mejor futbol logro nivelar acciones ofensiva peruano raul ruidiaz goleador equipo ocho tantos derribado afuera area defensa argentino julian velazquez arbitro seÃ±alo tiro libre chileno valdes cobro potencia colocado base poste derecho sorprendio barrera guardameta celeste mexicano jesus corona quedo parado morelia busco empate mas empuje futbol jemez reforzo centro campo cerrar partido sumar tres puntos alto valor final partido arbitro expulso chileno valdes morelia reclamar airadamente asi alinearonmorelia s sosa g rodriguez g achilier c guzman s vegas r millar r vilchis m osuna d valdes r ruidiaz sepulveda cruz azul jose corona aldrete j dominguez g flores j velazquez g peÃ±alba c gimenez f silva edgar mendez r baca f mora incidencias vivo escuadra celeste ubica noveno lugar puntos mismos atlas ocupa octavo puesto ultimo pase fase final regresar zona liguilla obligado derrotar morelia tercero acumula cuatro triunfos empate ultimas cinco jornadas equipo jemez objetivo central avanzar liguilla fase clasificado seis anteriores torneos partido admite espacio error mejor momento cruz azul llega partido dos derrotas fila obligado reaccionar va torneo cruz azul registra ocho salidas tres triunfos tres empates dos derrotas mientras morelia acumula dos victorias cuatro empates tropiezo seguro jugara liguilla ello debe reforzar posicion sabado lider monterrey visitara lobos buap partido parece accesible equipo argentino antonio mohamed sume decimo primera victoria torneo ayudara asegurar primer lugar tambien sabado america quinto recibira leon estadio azteca mientras leon cuarto visitara viernes xolos tijuana inicios semana despidieron entrenador argentino eduardo coudet ademas campeon vigente chivas guadalajara remotas posibilidades avanzar recibiran rojinegros atlas acechan octavo lugar cruz azul tigres segundo cerrara jornada domingo recibir necaxa sexto mismo dia toluca septimo visitara veracruz busca triunfo permita mantenerse ocho primeros parte pelea mejor artillero argentino mauro boselli leon dos ventaja inmediato perseguidor colombiano aviles hurtado monterrey tres seis delanteros acumulan ocho goles cada jornada iniciara viernes partidos morelia cruz azul tijuana leon sabado chocaran lobos buap monterrey pachuca queretaro america puebla guadalajara atlas domingo cierran actividad pumas unam santos laguna veracruz toluca tigres necaxa,2017-11-03,"Cruz Azul, Monarcas Morelia"
https://peru21.pe/deportes/real-madrid-goleo-3-0-palmas-bernabeu-liga-espanola-383037-noticia/,real madrid goleo palmas bernabeu liga espaÃ±ola,casemiro marco asensio isco alarcon marcaron real madrid,Deportes,real madrid volvio ganar luego caida visita girona fecha liga santader liga espaÃ±a dirigidos zinedine zidane impusieron union palmas santiago bernabeu segundo periodo real madrid continuo demostrando sed victoria perderle pisada barcelona mas alto tabla torneo local jovenes promesas espaÃ±a aumentaron merengues marco asensio isco alarcon primera etapa club cristiano ronaldo insinuo constantemente gol recien llego ultima parte casemiro puso irse descanso victoria madrid sigue tercer puesto liga espaÃ±ola equipo cule proxima fecha sera decisiva enfrentara atletico madrid nueva version derby madrileÃ±o partido mantendra dos pelea titulo alejara aquella meta fp realmadrid udlp oficial casemiro marcoasensio isco alarcon rmliga halamadrid real madrid c f realmadrid noviembre previa real madrid recibira palmas domingo vivo online directv p m estadio santiago bernabeu undecima jornada liga espaÃ±ola zinedine zidane estratega conjunto madridista afrontara nuevo reto tras derrota tottenham champions league resultado incrementa criticas equipo podemos jugar mejor problema jugar mal futbol veces malas rachas nuevo paso mismo final conseguimos cosas importantes aseguro zizou antesala unica manera pensar partido palmas intentar hacer cosas bien ganar acoto tecnico frances prensa unidades real madrid marcha cuarta posicion tabla posiciones certamen puntos barcelona vencio sevilla consolido cima clasificacion palmas cambio solo acumula seis puntos penultima ubicacion encadena seis derrotas consecutivas visita capital real madrid vs palmasen vivo onlline hora peruana p m canal directv sportsposibles alineaciones real madrid casilla achraf nacho sergio ramos theo marcos llorente casemiro kroos isco marco asensio karim benzema cristiano ronaldo palmas chichizola raul lizoain michel macedo ximo navarro lemos bigas dani castellano hernan santana aquilani vicente gomez vitolo calleri,2017-11-05,"Liga espaÃ±ola, Real Madrid, Las Palmas",https://elcomercio.pe/deporte-total/futbol-mundial/real-madrid-vs-palmas-vivo-online-enfrentan-liga-espanola-noticia-video-471202-noticia/,real madrid gano palmas golazo asensio liga espaÃ±ola,real madrid supero palmas domingo santiago bernabeu fecha liga marcaron casemiro asensio isco,FÃºtbol mundial,real madrid vencio palmas cotejo goles cristiano ronaldo vistieron heroes casemiro asensio isco darle victoria jornada liga espaÃ±ola real madrid goleo campo palmas domingo jornada liga espaÃ±ola lidera barcelona permite mantener tercer puesto clasificacion habia cedido sabado provisionalmente atletico madrid brasileÃ±o casemiro abrio marcador rematar cabeza saque esquina marco asensio soltara zapatazo frontal hacer francisco alarcon isco hiciera hombres zinedine zidane lograron victoria permite recuperar sensaciones tras dos ultimos tropezones liga champions mantenerse tercera posicion liguera puntos liderato barÃ§a sabado vencio sevilla camp nou real madrid vs palmas previalos blancos reciben canarios tras dos derrotas consecutivas miercoles champions league tottenham domingo pasado girona campeonato espaÃ±ol mala racha queremos cambiar seguro vamos cambiar tiempo tambien mejorar convencido vamos hacer dijo astro luso cristiano ronaldo miercoles tras partido wembley maximo goleador champions seis tantos portugues apenas aparecido liga espaÃ±ola solo lleva gol diez partidos si bien cierto cuatro encuentros jugar merengues marchan tercera posicion liguera puntos ocho barcelona opciones mas tropezones si quiere seguir descolgandose cabeza sabemos cambiar vamos cambiar aguantar cambiemos chip afirmo tecnico blanco zinedine zidane,2017-11-05,"Real Madrid, Liga espaÃ±ola, Las Palmas"
https://peru21.pe/deportes/independiente-vs-nacional-vivo-online-ver-tv-fox-sports-2-cuartos-final-vuelta-copa-sudamericana-2017-382776-noticia/,semifinales independiente derroto nacional copa sudamericana,juan manuel martinez emmanuel gigliotti sentenciaron clasificacion diablos rojos lacopa sudamericana tras triunfo asuncion,Deportes,independiente avellaneda accedio semifinales copa sudamericana tras imponerse duelo vuelta nacional paraguay cuartos final certamen continental juan manuel martinez emmanuel gigliotti ampliaron diferencia conjunto argentino marcador global llave luego asuncion favorable diablos rojos previaindependiente avellaneda recibira nacional jueves vivo online p m fox sports duelo vuelta ambos equipos cuartos final copa sudamericana estadio libertadores america albergara segundo compromiso serie tras favorable diablos rojos ida registrado defensores chaco asuncion si bien diferencia buena futbol nunca cosas estan cerradas reconocio antesala ariel holan estratega independiente recepcion nacional paraguay duelo ambos conjuntos buscaran pase semifinales certamen independiente vs nacionalen vivo online hora peruana p m canal fox sports posibles alineaciones nacional santiago rojas carlos bonet miguel jacquet jose canale rodrigo rojo juan arguello jonathan santana edgardo orzusa francisco garcia juan manuel salgueiro adam bareiro dt roberto torres independiente martin campaÃ±a fabricio bustos alan franco fernando amorebieta gaston silva nery dominguez diego rodriguez maximiliano meza ezequiel barco martin benitez juan manuel sanchez miÃ±o lucas albertengo dt ariel holan,2017-11-02,"Independiente de Avellaneda, Copa Sudamericana 2017, Nacional de Paraguay",https://elcomercio.pe/deporte-total/futbol-mundial/independiente-vs-nacional-vivo-online-fox-sports-chocan-copa-sudamericana-noticia-470436-noticia/,independiente vencio nacional copa sudamericana,independiente argentina vencio global anacional paraguay semifinalista sudamericana enfrentara libertad siguiente ronda,FÃºtbol mundial,argentino independiente clasifico semifinales copa sudamericana ganar nacional paraguayo cotejo desquite cuartos final jugado jueves avellaneda periferia sur bonaerense juan manuel martinez emmanuel gigliotti anotaron goles victoria rojo apunta conquistar certamen segunda vez historia siete aÃ±os despues ser campeon independiente vs nacional resumen goles independiente sello serie frente nacional amplisimo marcador global habia ganado duelo ida semana pasada asuncion ronda cuatro mejores torneo independiente enfrentara paraguayo libertad impidio cruce argentinos dejar camino racing asi alinearonindependiente m campaÃ±a n tagliafico g silva franco d rodriguez n domingo j sanchez miÃ±o m meza barco gigliotti j martinez nacional s rojas c bonet h miranda r rojo j vieyra orzusa j roa jimenez w rodriguez j canale j salgueiro nuÃ±ez incidencias vivo pesar entrenador independiente ariel holan reconocio diferencia buena advirtio futbol nunca estan cerradas cosas delantero lucas albertengo tambien piensa igual holan dijo seria error faltarle respeto nacional tomar seriedad partido mala noticia rojo defensa fabricio bustos baja desgarro biceps femoral derecho cambio zaguero fernando amorebieta estara disponible pesar fractura tabique nasal sufrio ida partido jueves sabor especial caso clasificarse semifinales independiente puede cruzarse clasico rival racing club ida perdio libertad paraguayo parte nacional asuncion viajo argentina dar levantar imagen despues resultado adverso semana pasada segun entrenador roberto torres sabemos situacion creemos potencial creo futbol perder esperanzas mejorar partir ahi posibilidad lograr objetivo apunto torres rueda prensa volar buenos aires conjunto paraguayo empato visitante domingo campeonato local sportivo luqueÃ±o nacional tan solo sumo once puntos ultimos diez encuentros clausura octavo unidades tres ultimo clasificado lucha permanecer primera division tecnico adelanto independiente alineara aquelas jugadores esten mejor fisico debido compromisos dificiles tambien torneo local centrocampista jonathan santana aÃ±os viajo buenos aires tampoco hizo delantero luis caballero ambos titulares ida mayoria perdieron independiente jugaron sportivo luqueÃ±o llegaran descansados partido alineaciones probables independiente martin campaÃ±a juan sanchez miÃ±o alan franco fernando amorebieta gaston silva nery dominguez diego rodriguez maximiliano meza ezequiel barco juan sanchez lucas albertengo entrenador ariel holan nacional santiago rojas carlos bonet herminio miranda miguel jacquet rodrigo rojo juan argÃ¼ello miguel paniagua edgardo orzusa juan manuel salgueiro jose nuÃ±ez fredy bareiro entrenador roberto torres arbitro ecuatoriano roddy zambrano asistido compatriotas christian lescano byron romero estadio libertadores america provincia buenos aires capacidad espectadores,2017-11-02,"Independiente de Avellaneda, Copa Sudamericana, Nacional de Paraguay"
https://diariocorreo.pe/espectaculos/jazmin-pinedo-burla-isabel-acevedo-salida-esto-es-guerra-785228/,jazmin pinedo burla vivo isabel acevedo corto paso reality video,conductora canso negativa declarar arremetio asi pleno programa,EspectÃ¡culos,tras constantes desplantes isabel acevedo programa espectaculos conductora jazmin pinedo canso situacion arremetio contundente mensaje dice gustan espectaculos ofrecieron cinco segundos aparecer reality literalmente cinco segundos aparecio dijo popular chinita burlandose corta aparicion reality juvenil guerra asimismo conductora espectaculos dejo evidencia poca coherencia pareja christian dominguez responde prensa preguntan enlaza respeto siquiera decir hola ay si ustedes tratan nunca respeto sabe si nunca ve television agrego jazmin pinedo imitando risa chabelita,2017-11-09,"JazmÃ­n Pinedo, EspectÃ¡culos, Esto es guerra, Isabel Acevedo",https://peru21.pe/espectaculos/jazmin-pinedo-burlo-contradicciones-isabel-acevedo-esto-guerra-383744-noticia/,jazmin pinedo burlo contradicciones isabel acevedo guerra,conductora espectaculos quedo callada cuestiono respuestas pareja christian dominguez,EspectÃ¡culos,cree conductora espectaculos jazmin pinedo burlo contradicciones bailarina isabel acevedo paso fugaz reality guerra chabelita preguntaron agrada periodismo respondio espectaculos embargo ofrecieron reality competencia puso mayores obstaculos recuerda bien jazmin pinedo dice gustan espectaculos ofrecieron aparecer cinco segundos reality literalmente cinco segundos aparecio dijo conductora sarcasmo ademas cuestiono pareja christian dominguez diga ve television quejara tratan bien programa sabe tratan si ve television pregunto pinedo,2017-11-09,"JazmÃ­n Pinedo, Esto es guerra, Isabel Acevedo"
https://diariocorreo.pe/mundo/donald-trump-pena-muerte-autor-atentado-nueva-york-783815/,donald trump exige pena muerte autor atentado nueva york video,sayfullo saipov arrollo camioneta varias personas dejo ocho muertos manhattan,Mundo,presidente unidos donald trump pidio hoy condena muerte sayfullo saipov presunto terrorista aÃ±os simpatizante islamico mato ocho personas cinco argentinos atropello multiple nueva york terrorista nueva york contento pidio colgar bandera ei habitacion hospital mato personas dejo gravemente heridas deberia recibir pena muerte dijo mandatario norteamericano traves twitter sayfullo saipov presentado jueza noche miercoles silla ruedas tras recibir alta hospital operado luego ser baleado estomago policia arresto aunque nueva york contempla pena capital sistema penal cadena perpetua maxima pena atacante si podria recibir condena muerte juicio federal terrorismo saipov rumbo guantanamo donald trump admitio tambien complicaciones trasladar presunto terrorista guantanamo prision militar cuba encuentran terroristas encantaria mandar terrorista nyc guantanamo estadisticamente proceso lleva mas tiempo pasar sistema federal escribio donad trump red social cabe resaltar nadie detenido suelo ee uu enviado nunca penal guantanamo trasladado alli ningun presunto terrorista capturado extranjero hace aÃ±os expresidente barack obama prometio cerrar guantanamo mas llegar poder aunque pudo cumplir promesa consiguio reducir poblacion carcelaria presos transferencia casi dos centenares individuos terceros paises,2017-11-02,"Nueva York, Donald Trump",https://elcomercio.pe/mundo/eeuu/donald-trump-pide-pena-muerte-terrorista-nueva-york-noticia-470619-noticia/,trump pide pena muerte terrorista nueva york,terrorista contento pidio colgar bandera islamico habitacion hospital escribio presidente ee uu twitter,EEUU,presidente unidos donald trump pidio hoy condena muerte sayfullo saipov terrorista simpatizante islamico martes mato ocho personas atropello multiple nueva york terrorista nueva york contento pidio colgar bandera islamico habitacion hospital mato personas dejo gravemente heridas deberia recibir pena muerte dijo trump mensaje twitter saipov resulto herido disparo policia despues arrollar multitud vehiculo ahora detenido bajo vigilancia hospital nueva york interrogado primera vez hospital pidio colocara habitacion bandera grupo terrorista mostro ningun remordimiento ataque presuntamente realizo aunque nueva york contempla pena capital sistema penal cadena perpetua maxima pena saipov si podria recibir condena muerte juicio federal terrorismo hecho terroristas atentaron maraton boston dzhokhar tsarnaev condenado muerte traves sistema federal justicia massachusetts tampoco contempla castigo fuente afplas ultimas noticias mundo,2017-11-02,"Estados Unidos, Nueva York, Donald Trump"
https://elcomercio.pe/tvmas/hollywood/charlie-sheen-acusacion-corey-haim-noticia-472444-noticia/,charlie sheen acusado haber abusado actor menor edad,amigo fallecidocorey haimaseguro sheen aprovecho filmacion cinta lucas charlie nego categoricamente acusacion,Hollywood,charlie sheen corey haim lucas foto agencia corey haim imagen publicidad warner bros foto ap charlie sheen afronta delicada acusacion foto agencia charlie sheen corey haim lucas foto agencia corey haim aÃ±os edad foto agencia corey haim aÃ±os edad foto agencia charlie sheen acusado actor dominick brascia haber abusado sexualmente fallecido corey haim tenia aÃ±os edad denuncia hecha articulo national enquirer brascia relato episodio ocurrido rodaje pelicula lucas charlie sheen corey haim murio marzo aÃ±os compartieron roles dicho filme haim lucas chico victima bullying escuela charlie capie protector muchacho haim dijo sexo sheen filmaron lucas dijo fumaron marihuana sexo relato brascia referido medio comunicacion luego sheen puso frio rechazo corey quiso volver agrego national enquirer menciono ademas corey feldman actuo haim varios filmes noventa protagonizo reality the two coreys hablo presunto incidente libro coreyography memoir nombrar sheen algun momento rodaje lucas hombre adulto convencio haim perfectamente normal hombres mayores niÃ±os mas pequeÃ±os negocio relaciones sexuales hacen hombres escribio feldman marcharon area aislada almuerzo haim inocente ambicioso permitio sodomizaran remarco mismo articulo revista ofrece testimonio varias mujeres seÃ±alaron sheen tener conductas sexuales inapropiadas menores edad feldman declarado varias ocasiones amigo haim murio aÃ±os victima pedofilos hollywood charlie seen nego acusacionestras publicacion articulo actor charlie sheen nego acusaciones declaraciones citadas the hollywood reporter representante actor afirmo charlie sheen niega categoricamente alegatos,2017-11-08,"Charlie Sheen, Corey Haim",https://peru21.pe/espectaculos/acusan-charlie-sheen-haber-tenido-sexo-menor-edad-383561-noticia/,acusan charlie sheen haber sexo menor edad,denuncia famoso actor da medio imputaciones kevin spacey harvey weinstein dustin hofmann,EspectÃ¡culos,charlie sheen habria mantenido relaciones sexuales actor corey haim ambos filmaban pelicula lucas haim fallecio causa neumonia ocurrio oscuro episodio corey tenia solo aÃ±os sheen haim dijo sexo sheen filmaron lucas aseguro national enquirer dominick brascia intimo amigo haim dijo fumaron marihuana sexo anal luego sheen puso frio rechazo corey quiso volver agrego brascia charlie sheen corey haim gettyimages corey feldman amigo corey haim habria hablado supuesto suceso libro coreyography menoir aunque nombro famoso actor algun momento rodaje lucas hombre adulto convencio haim perfectamente normal hombres mayores niÃ±os mas pequeÃ±os negocio relaciones sexuales hacen hombres escribio actor conocido cintas goonies cuenta conmigo marcharon area aislada receso almuerzo haim inocente ambicioso permitio sodomizaran aÃ±adio feldman feldman conto the enquirer admirador sheen forma afectado personas conozco corey haim corey feldman gettyimages momentos feldman ojo tormenta tras prometer revelaria identidades personajes acosaron violaron niÃ±o acuerdo daily mail sheen nego denuncias,2017-11-08,"Hollywood, Charlie Sheen"
