noticia_link_1,noticia_headline_1,noticia_bajada_1,noticia_antetitulo_1,noticia_cuerpo_1,noticia_dia_1,noticia_etiquetas_1,noticia_link_2,noticia_headline_2,noticia_bajada_2,noticia_antetitulo_2,noticia_cuerpo_2,noticia_dia_2,noticia_etiquetas_2
https://diariocorreo.pe/deportes/beto-da-silva-se-unio-los-entrenamientos-de-club-mexicano-839934/,beto da silva unio entrenamientos club mexicano,proximas horas firmara contrato une siguientes tres temporadas,Deportes,delantero nacional beto da silva estaria concretando proximas horas fichaje tigres mexico club viene entrenando jugador años segun informaciones tierras aztecas jugaria conjunto felino proximas tres temporadas incorpora entrenamientos beto da silva proximas horas estaria finiquitando llegada tigresoficial mensaje aparece cuenta oficial mencionado club seria ex sporting cristal cuarta experiencia extranjero jugo jong psv holanda gremio brasil argentinos juniors argentina,2018-09-04,"Tigres, Sporting Cristal, Beto Da Silva",https://peru21.pe/deportes/futbol-internacional/liga-mx-beto-da-silva-aparece-entrenamiento-primer-equipo-tigres-uanl-ddc-425698-noticia/,cerca ser felino beto da silva entrena tigres uanl fotos,tigres publico imagenes entrenamiento martes beto da silva grupo felinos,Fútbol Internacional,beto da silva entrena primer equipo tigres liga mx delantero peruano compartio sesion principales figuras cuadro dirigido ricardo tuca ferretti hizo cargo seleccion mexico invitado traves cuenta twitter universitarios informaron incorporacion atacante peruano anunciaron proximas horas deberian cerrar operacion ex psv holanda peruano llego hace solo dias mexico unirse cuadro universitario hace indicar delantero firmara contrato tres años iniciaria acciones liga mx despues fecha fifa beto da silva tal aprecia fotos compartidas cuenta tigres twitter realiza estiramientos jugadores eduardo vargas referentes felinos ultimas campañas imagen atacante participa partido entrenamiento aztecas informaron alistan disputar amistoso frente atlas ciudad edinburg texas unidos beto da silva prestado argentinos juniors gremio brasil embargo delantero termino vinculo ambas instituciones espera oferta extranjero volver actividad incorpora entrenamientos beto da silva proximas horas estaria finiquitando llegada tigresoficial club tigres oficial tigresoficial septiembre vuelven entrenamientos vez cara partido amistoso edinburg texas atlasfc club tigres oficial tigresoficial septiembre ricardo ferretti intensidad baja campamento tigresoficial vez entrenando cueva zuazua club tigres oficial tigresoficial septiembre puede interesarshow player,2018-09-04,"Tigres UANL, Liga MX, Beto Da Silva"
https://elcomercio.pe/mundo/europa/francia-7-heridos-ataque-hombre-cuchillo-paris-noticia-nndc-555721-noticia/,francia siete heridos deja ataque cuchillo paris,hechos produjeron zona dos cines sospechoso arrestadopor equipo brigada anticriminalidad,Europa,francia siete personas resultaron heridas cuatro gravedad noche domingo paris tras haber agredidas hombre provisto arma blanca barra hierro arrestado informaron fuentes concordantes momento permite considerar agresiones caracter terrorista segun fuente cercana investigacion añadio presunto agresor priori nacionalidad afgana hombre arrestado equipo brigada anticriminalidad preciso fuente policial hechos produjeron h h gmt distrito xix norte paris segun fuente cercana investigacion hombre priori nacionalidad afgana ataco personas desconocidas calle siete personas resultaron heridas cuatro gravedad incluidos dos turistas ingleses segun fuente policial hechos produjeron zona dos cines vigilante vio parte ocurrido conto hombre habia agredido varias personas perseguido dos hombres intentaban detenerlo tenia barra hierro mano lanzo perseguian despues saco cuchillo conto periodista afp policia judicial abrio investigacion intento homicidio voluntario segun fuente judicial fuente afp,2018-09-09,Francia,https://peru21.pe/mundo/francia-7-heridos-ataque-hombre-cuchillo-paris-nndc-426932-noticia/,francia menos heridos tras ataque hombre cuchillo paris,hombre detenido policia tendria relacion terrorismo,Mundo,menos siete ciudadanos resultado heridos noche paris francia hombre armado cuchillo policia apersonado lugar indagando hechos segun medios locales presunto agresor ninguna vinculacion terrorismo ademas informo autoridades podido detener sujeto ultimahora apuñalamiento masivo paris deja ocho heridos menos encuentra grave video remybuisine espainews espainews septiembre noticia desarrollo,2018-09-09,Francia
https://elcomercio.pe/deporte-total/tenis/rafael-nadal-estara-seleccion-espana-frente-francia-semifinal-copa-davis-noticia-nndc-555401-noticia/,rafael nadal estara seleccion españa frente francia semifinal copa davis,rafael nadal sera baja seleccion españa enfrentar francia semifinales copa davis chaval recuperara tiempo tras lesionarse us open,Tenis,rafael nadal integrara seleccion españa semifinales copa davis frente poderosa francia español podra recuperarse tiempo tras lesionarse proceso us open recuerda primer clasificado ranking atp abandono partido frente juan martin potro semifinal abierto unidos recuerda rafa pudo terminar partido perdia argentino juan martin potro pase final abierto unidos abandono culminar segundo set tras realizarse examenes medicos determino lesion tendon rotuliano rodilla derecha rafael nadal todavia nueva york espera viajar barcelona acudir clinica mapfre doctor ruiz cotorro espera conocer detalle gravedad dolencia segun diario as lesion aparta equipo español duelo francia misma federacion hara anuncio oficial breve incluso citado medio comunicacion asegura albert ramos ocupara lugar nadal sergi bruguera capitan españa copa davis cuenta pablo carreño roberto bautista feliciano lopez marcel granollers ramos enfrentar francia partidos viernes domingo septiembre,2018-09-08,"España, Copa Davis, Francia, Rafael Nadal",https://peru21.pe/deportes/rafal-nadal-jugara-espana-semifinal-copa-davis-francia-nndc-426728-noticia/,rafael nadal jugara españa semifinal copa davis francia,tenista numero atp sera baja españa francia pase final copa davis,Deportes,tenista rafael nadal competira seleccion españa semifinales copa davis francia recuperarse lesion contrajo us open recuerda rafa pudo terminar partido perdia argentino juan martin potro pase final abierto unidos abandono culminar segundo set tras realizarse examenes medicos determino lesion tendon rotuliano rodilla derecha rafael nadal todavia nueva york espera viajar barcelona acudir clinica mapfre doctor ruiz cotorro espera conocer detalle gravedad dolencia puede interesar show playersegun diario as lesion aparta equipo español duelo francia misma federacion hara anuncio oficial breve incluso citado medio comunicacion asegura albert ramos ocupara lugar nadal sergi bruguera capitan españa copa davis cuenta pablo carreño roberto bautista feliciano lopez marcel granollers ramos enfrentar francia partidos viernes domingo septiembre,2018-09-08,"España, Francia, Copa Davis, Rafael Nadal"
https://elcomercio.pe/redes-sociales/instagram/instagram-viral-kendall-jenner-caballo-fiesta-guardaespaldas-ig-fotos-nnda-noticia-557922-noticia/,instagram kendall jenner guardaespaldas caballo dejaron pensativos miles usuarios fotos,fans kendall jenner quedaron aturdidos unas fotos viralizaron instagram muestra modelo rodeada guardaespaldas caballo,Instagram,fans kendall jenner mostraron inquietos unas imagenes instagram fans kendall jenner mostraron inquietos unas imagenes afp fans kendall jenner mostraron inquietos unas imagenes afp fans kendall jenner mostraron inquietos unas imagenes afp fans kendall jenner mostraron inquietos unas imagenes afp fans kendall jenner mostraron inquietos unas imagenes afp fans kendall jenner mostraron inquietos unas imagenes instagram fans kendall jenner mostraron inquietos unas imagenes afp fans kendall jenner mostraron inquietos unas imagenes afp fans kendall jenner quedaron alborotados luego ver unas extrañas fotos vienen circulando facebook twitter instagram aparece rodeada hombres mascaras caballo tomadas aqui vamos contar resulta kendall jenner asistio celebracion años marca longchamp decenas medios informaron evento realizo opera paris francia martes pasado dicho contexto invitados fiesta dudaron inmortalizar momento kendall jenner rodeada guardaespaldas caballo luego ello personas subieron fotos instagram mencionar kendall jenner viajo francia solo evento longchamp sino tambien realizar diversos trabajos difundio instagram fotos videos reciente estadia pais europeo clips llamo atencion fanaticada muestra montando caballo château chantilly historico edificio ubicado kilometros paris kendall jenner compartio publicacion traves instagram stories,2018-09-15,"Kendall Jenner, Instagram",https://peru21.pe/redes-sociales/instagram/instagram-extrana-aparicion-kendall-jenner-guardaespaldas-caballo-fotos-nndc-428152-noticia/,instagram extraña aparicion kendall jenner guardaespaldas caballo fotos,fans kendall jenner quedaron aturdidos unas fotos viralizaron instagram muestra modelo rodeada guardaespaldas caballo,Instagram,fans kendall jenner quedaron alborotados luego ver unas extrañas fotos vienen circulando facebook twitter instagram aparece rodeada hombres mascaras caballo tomadas aqui vamos contar resulta kendall jenner asistio celebracion años marca longchamp decenas medios informaron evento realizo opera paris francia martes pasado dicho contexto invitados fiesta dudaron inmortalizar momento kendall jenner rodeada guardaespaldas caballo luego ello personas subieron fotos instagram quedaron sorprendidos imagenes instagram mencionar kendall jenner viajo francia solo evento longchamp sino tambien realizar diversos trabajos difundio instagram fotos videos reciente estadia pais europeo escena dio kendall jenner asistio aniversario longchamp instagram clips llamo atencion fanaticada muestra montando caballo château chantilly historico edificio ubicado kilometros paris kendall jenner compartio publicacion traves instagram stories puede interesar show player,2018-09-14,"Instagram, Kendall Jenner"
https://elcomercio.pe/redes-sociales/instagram/instagram-video-viral-kendall-jenner-caballo-chateau-chantilly-francia-ig-video-fotos-nnda-noticia-557284-noticia/,instagram kendall jenner dejara asombrado paseo caballo château chantilly video,kendall jenner decidio compartir instagram video grabado historicochâteau chantilly encuentra ubicado kilometros paris francia,Instagram,kendall jenner compartio traves instagram stories video pasea caballo monumento historico frances efe kendall jenner compartio traves instagram stories video pasea caballo monumento historico frances efe kendall jenner compartio traves instagram stories video pasea caballo monumento historico frances efe kendall jenner compartio traves instagram stories video pasea caballo monumento historico frances efe kendall jenner compartio traves instagram stories video pasea caballo monumento historico frances efe recientemente kendall jenner hizo perder cabeza cientos seguidores instagram video difundio traves stories tal decenas medios especializados mencionado compartio clip sale montada caballo corta duracion material dejo ver kendall jenner mientras pasea equino escena descargada difundida distintas paginas facebook instagram juntan miles fans celebridad grabacion hizo marco visita realizada cuestiones laborales château chantilly conocido monumento historico ubicado kilometros paris francia señalar musa compartio instagram imagenes muestran pasado pais europeo ocurrio video motivo nota dicho contenido hizo viral varias redes sociales actualmente kendall jenner cuenta mas millones seguidores instagram sitio casi mil publicaciones,2018-09-13,"Kendall Jenner, Instagram",https://peru21.pe/redes-sociales/instagram/instagram-kendall-jenner-dejara-asombrado-paseo-caballo-chateau-chantilly-viral-ig-video-fotos-427920-noticia/,instagram kendall jenner dejara asombrado paseo caballo château chantilly video,kendall jenner decidio compartir instagram video grabado historicochâteau chantilly encuentra ubicado kilometros paris francia,Instagram,recientemente kendall jenner hizo perder cabeza cientos seguidores instagram video difundio traves stories tal decenas medios especializados mencionado compartio clip sale montada caballo corta duracion material dejo ver kendall jenner mientras pasea equino escena descargada difundida distintas paginas facebook instagram juntan miles fans celebridad grabacion hizo marco visita realizada cuestiones laborales château chantilly conocido monumento historico ubicado kilometros paris francia instagramhay señalar musa compartio instagram imagenes muestran pasado pais europeo ocurrio video motivo nota dicho contenido hizo viral varias redes sociales actualmente kendall jenner cuenta mas millones seguidores instagram sitio casi mil publicaciones,2018-09-13,Instagram
https://diariocorreo.pe/espectaculos/alondra-garcia-miro-enternece-mostrar-encuentro-padre-paris-video-841012/,alondra garcia miro enternece mostrar encuentro padre paris video,joven actriz mostro feliz disfrutar dias junto padre francia,Espectáculos,alondra garcia miro enternecio seguidores redes sociales mostrar encuentro padre paris modelo peruana aprovecho viaje europa encontrarse artista rafael garcia miro radica francia buenos dias asi feliz camino aeropuerto voy paris encontrarme amor vida escribio alondra historias compartio traves cuenta instagram fin juntos paris escucha decir alondra garcia miro feliz lado progenitor incluso padre joven actriz animo cantar segundos,2018-09-10,"Francia, Padre, Alondra García Miró, Instagram",https://peru21.pe/espectaculos/local/alondra-garcia-miro-paris-reencontro-amor-vida-fotos-427106-noticia/,alondra garcia miro paris reencontro amor vida fotos,modelo peruana lanzo misterioso mensaje instagram,Farándula,mas reciente actualizacion instagram modelo alondra garcia miro anuncio rumbo paris encontrarse amor vida buenos dias asi feliz camino aeropuerto voy paris encontrarme amor vida manifesto tambien actriz mensaje incluyo emoji corazon amor vida alondra garcia miro pues trata progenitor protagonista telenovela volvere encontrar lucio traves dos instantaneas red social ex chica reality quiso llamar atencion seguidores logro inicialmente colgo foto solo observaba sombra hombre embargo luego difundiria imagen habla si sola alondra aparece sonriente lado papa alondra garcia miro amor paris agrego garcia miro capital francia junto papa alondra garcia miro alondra garcia miro,2018-09-10,Alondra García Miró
https://diariocorreo.pe/espectaculos/thalia-y-nandito-escena-maria-del-barrio-reencuentro-video-841871/,thalia nandito reviven escena maria barrio inesperado reencuentro video,recordados actores telenovela mexicana reunieron videollamada,Espectáculos,thalia sorprendio fans tras hacer videollamada actor mexicano osvaldo benavides dio vida popular nandito teleserie maria barrio estreno hace años medio historia instagram thalia interpreto papel madre junto nandito reconstruyeron popular escena medio voz hijo hijo nandito voy cuidar amigo mijo escucha decir thalia benavides respondio cuidame amigo favor actriz comento reencuentro twitter luego grupo fans publico video redes sociales foto twitter maria barrio grabo reparto recordado thalia fernando colunga protagonistas novela lado ludwika paleta osvaldo benavides yuliana peniche,2018-09-14,"María la Del Barrio, Nandito, Thalía",https://peru21.pe/espectaculos/internacional/thalia-nandito-reencontraron-instagram-23-anos-video-428104-noticia/,thalia nandito reencontraron instagram tras años video,cantante mexicana actor interpreto hijo maria barrio protagonizan tierno reencuentro,Espectáculos Internacional,thalia actor osvaldo benavides actor interpreto nandito exitosa telenovela maria barrio reencontraron traves videollamada instagram cantante mexicana compartio video story instagram dio conocer acercamiento personaje hiciera famoso hace años hijo hijo dijo thalia videollamada actor osvaldo benavides cuidame amigo favor responde benavides mientras thalia afirma nandito voy cuidar amigo mijo thalia cientos usuarios compartieron video destacaron sensible recuerdo cambio fisico conocido personaje nandito puede interesar show player,2018-09-14,Thalía
https://peru21.pe/deportes/futbol-internacional/real-madrid-vs-leganes-vivo-tv-online-liga-santander-fecha-3-espn-2-nndc-424848-noticia/,real madrid goleo leganes doblete benzema laliga fotos,real madrid encuentra provisionalmente lider liga española gracias victoria santiago bernabeu,Fútbol Internacional,actualizacionel real madrid destaco provisionalmente lider liga española gracias victoria derbi leganes santiago bernabeu brillo karim benzema doblete pleno puntos equipo merengue comenzo jornada lider mejor diferencia goles respecto barcelona pone ahora unidades mas equipo catalan puede seguir ritmo domingo si gana camp nou recien ascendido huesca gales gareth bale abrio marcador golpeo media vuelta zona punto penal tras asistencia cabeza dani carvajal minuto argentino guido carrillo habia empatado penal lega primer gol recibido campeonato belga thibaut courtois titular ocasion detrimento costarricense keylor navas portero real madrid segunda mitad benzema encargo dictar sentencia frances adelanto nuevo real madrid minuto cabeza centro marco asensio anoto nuevo tiro raso frontal area tras recibir luka modric puso cuarto definitivo sergio ramos penal benzema cuatro tantos queda lider tabla goleadores liga mientras bale lleva tres anotaciones fuente afppreviareal madrid vs leganes miden fecha liga santander santiago bernabeu partido sera septiembre horas peru sera transmitido traves espn equipo madridista julen lopetegui inicio buen pie torneo dos victorias getafe girona ser primero tabla posiciones pasaba agosto zidane todavia entrenador juego casa leganes espera tecnico real madrid incluya luka modric cuadro titular despues aparecer banquillo suplentes primeros tres juegos oficiales campaña croata ganador trofeo mejor jugador uefa entro atletico madrid supercopa europa liga santander frente getafe pasado fin semana casa girona lado presencia mariano diaz ultimo fichaje real madrid campaña asegurada delantero entreno primer equipo viernes ser presentado oficialmente raphael varane sustituiria nacho fernandez zaga central marcos asensio dejaria lugar once luka modric ofensiva mantendria tridente conformado karim benzema gareth bale isco inicio deportivo leganes liga santander bueno rendimiento malo resultados mauricio pellegrino entrenador pepineros solo sumaron puntos seis posibles visita bernabeu sera complicada cantidad bajas equipo argentino alexander szymanowski jose manuel arnaiz descartados lesion ezequiel muñoz esperaran final andriy lunin oscar rodriguez cedidos real madrid leganes podran jugar pues clausula impide mientras gabriel pires partio benfica portugal semana real madrid vs leganes posibles alineacionesreal madrid keylor navas carvajal varane sergio ramos marcelo casemiro kroos modric isco bale benzema leganes cuellar juanfran siovas omeruo jonathan silva ruben perez gumbau zhar rolan michael santos carrillo,2018-09-01,"Liga Santander, Real Madrid, Leganés",https://elcomercio.pe/deporte-total/futbol-mundial/real-madrid-vs-leganes-vivo-tv-online-endirecto-espn-movistar-partidazo-liga-santander-fecha-3-espn-2-noticia-nndc-552521-noticia/,real madrid gano leganes doblete benzema liga española,real madrid supero leganespor fecha liga santander santiago bernabeu anotaron garethbale sergioramos doblete karim benzema,Fútbol mundial,real madrid destaco provisionalmente lider liga española gracias victoria derbi leganes santiago bernabeu brillo karim benzema doblete sabado jornada campeonato pleno puntos equipo merengue comenzo jornada lider mejor diferencia goles respecto barcelona pone ahora unidades mas equipo catalan puede seguir ritmo domingo si gana camp nou recien ascendido huesca diferencia goles barcelona partido domingo necesitaria vencer menos cuatro tantos equipo aragones si quiere colocarse lider paron partidos selecciones nacionales gales gareth bale abrio marcador golpeo media vuelta zona punto penal tras asistencia cabeza dani carvajal minuto argentino guido carrillo habia empatado penal lega primer gol recibido campeonato belga thibaut courtois titular ocasion detrimento costarricense keylor navas portero real madrid segunda mitad benzema encargo dictar sentencia frances adelanto nuevo real madrid minuto cabeza centro marco asensio anoto nuevo tiro raso frontal area tras recibir luka modric puso cuarto definitivo sergio ramos penal benzema tantos queda lider tabla goleadores liga mientras bale lleva real madrid supero asi ampliamente equipo pasado curso causo disgustos mas importantes eliminarle cuartos final copa rey afp real madrid vs leganes alineaciones real madrid vs leganes incidencias previael equipo madridista julen lopetegui inicio buen pie torneo dos victorias getafe girona ser primero tabla posiciones pasaba agosto zidane todavia entrenador juego casa leganes espera tecnico real madrid incluya luka modric cuadro titular despues aparecer banquillo suplentes primeros tres juegos oficiales campaña croata ganador trofeo mejor jugador uefa entro atletico madrid supercopa europa liga santander frente getafe pasado fin semana casa girona lado presencia mariano diaz ultimo fichaje real madrid campaña asegurada delantero entreno primer equipo viernes ser presentado oficialmente raphael varane sustituiria nacho fernandez zaga central marcos asensio dejaria lugar once luka modric ofensiva mantendria tridente conformado karim benzema gareth bale isco inicio deportivo leganes liga santander bueno rendimiento malo resultados mauricio pellegrino entrenador pepineros solo sumaron puntos seis posibles visita bernabeu sera complicada cantidad bajas equipo argentino alexander szymanowski jose manuel arnaiz descartados lesion ezequiel muñoz esperaran final andriy lunin oscar rodriguez cedidos real madrid leganes podran jugar pues clausula impide mientras gabriel pires partio benfica portugal semana real madrid vs leganes posibles alineaciones real madrid keylor navas carvajal varane sergio ramos marcelo casemiro kroos modric isco bale benzema leganes cuellar juanfran siovas omeruo jonathan silva ruben perez gumbau zhar rolan michael santos carrillo,2018-09-01,"Leganés, Real Madrid, Liga Santander"
https://elcomercio.pe/economia/produce-sector-manufactura-anota-avance-5-enero-julio-2018-noticia-nndc-557566-noticia/,produce sector manufactura anota avance enero julio,ministro produccion raul perez reyes preciso crecimiento debe alas actividades pesca industrial refinacion metales preciosos industria azucar,Economía,raul perez reyes ministro produccion produce informo produccion manufacturera reporto avance enero julio año impulsada produccion primaria primaria resultado debe buen desempeño actividades pesca industrial refinacion metales preciosos industria azucar productos carnicos detallo asimismo perez reyes destaco produjo aumento significativo exportaciones manufactureras alcanzo mas mismo periodo ministro indico produjo avance quinto mes consecutivo sector manufactura resultado positivo crecimiento subsector primario impulso desempeño positivo manufactura mes agrego respecto ello sostuvo manufactura primaria subsector mayores niveles transformacion valor agregado registro aumento mes julio responde principalmente aumento produccion rubros subsector tales bienes consumo bienes intermedios bienes capital servicios informo mientras rubro bienes intermedios industrias mas crecieron aserrado acepilladura madera pinturas barnices estructuras metalicas papel carton corrugado rubro bienes consumo destaca recuperacion ventas prendas vestir aumento produccion muebles productos farmaceuticos,2018-09-14,"Sector manufactura, Ministerio de la Producción, Produce",https://peru21.pe/economia/produce-sector-manufactura-anota-avance-5-enero-julio-2018-428102-noticia/,produce sector manufactura anota avance enero julio,ministro produccion raul perez reyes preciso crecimiento debe alas actividades pesca industrial refinacion metales preciosos industria azucar,Economía,raul perez reyes ministro produccion informo produccion manufacturera reporto avance enero julio año impulsada produccion primaria primaria resultado debe buen desempeño actividades pesca industrial refinacion metales preciosos industria azucar productos carnicos detallo asimismo perez reyes destaco produjo aumento significativo exportaciones manufactureras alcanzo mas mismo periodo resultados julioel ministro indico produjo avance quinto mes consecutivo sector manufactura resultado positivo crecimiento subsector primario impulso desempeño positivo manufactura mes agrego respecto ello sostuvo manufactura primaria subsector mayores niveles transformacion valor agregado registro aumento mes julio responde principalmente aumento produccion rubros subsector tales bienes consumo bienes intermedios bienes capital servicios informo mientras rubro bienes intermedios industrias mas crecieron aserrado acepilladura madera pinturas barnices estructuras metalicas papel carton corrugado rubro bienes consumo destaca recuperacion ventas prendas vestir aumento produccion muebles productos farmaceuticos,2018-09-14,"Sector Manufactura, Ministerio de la Producción, Produce"
https://elcomercio.pe/mundo/eeuu/new-york-andrew-cuomo-derrota-actriz-cynthia-nixon-primarias-democratas-noticia-nndc-557323-noticia/,new york andrew cuomo derrota actriz cynthia nixon primarias democratas,veterano gobernador nueva york acerca ahora conquistar tercer mandato cuatro años jefe cuarto mas poblado unidos,EEUU,veterano gobernador nueva york andrew cuomo volvera ser candidato partido democrata noviembre tras ganar claramente actriz activista cynthia nixon logrado frenar auge izquierda partido optar tercer mandato primarias partido democrata nueva york escrutado andrew cuomo logro votos frente cynthia nixon conocida papel serie sex and the city recibio solo cuomo optara asi tercer mandato gobernador nueva york legislativas noviembre frente republicano marc molinaro obtuvo nominacion partido concurrir ningun oponente primarias continuidad cuomo da casi segura puesto tradicional bastion democrata ademas frenar activismo nixon cuomo hecho gran parte discurso mas progresista materias inmigracion parte abogada activista afroamericana letitia james gano primarias democratas fiscal general tras obtener votos james aventajo abogada profesora zephyr teachout congresista federal patrick maloney abogada leecia eve james enfrentara elecciones noviembre abogado neoyorquino keith wofford molinaro obtuvo nominacion republicano ser unico aspirante dos disputaran cargo ocupaba hace eric schneiderman abanderados movimiento metoo dimitio mayo tras denuncias presuntas agresiones fisicas varias mujeres elecciones primarias nueva york ultimas unidos legislativas noviembre servido establishment partido democrata frenar auge ala mas izquierdista ultimos meses llevo delante veteranos politicos caso mas sonado dio precisamente nueva york joven alexandria ocasio cortez sorprendio junio veterano joseph crowley hizo candidatura camara representantes distrito triunfos progresistas ayanna pressley massachusetts andrew gillum florida demostrado descontento bases democratas elite tradicional partido pocos representan establishment cuomo hijo gobernador nueva york casado años kennedy respaldado clinton comodo grandes donantes larga carrera politica fiscal general gobernador llego actual cargo tras arrasar elecciones rival republicano reelegido problemas aunque visto envuelto varias polemicas tensa relacion alcalde nueva york bill blasio cuomo mantenido dirigente medianamente popular segun aspiraciones presidenciales ademas cuomo recibio campaña apoyo grandes medios comunicacion the new york times gasto dinero anuncios television frenar cualquier posible brecha activista nixon centro campaña redes sociales solo dispuso cara cara cuomo television fuente efe,2018-09-13,"Andrew Cuomo, Estados Unidos, Cynthia Nixon",https://peru21.pe/mundo/new-york-andrew-cuomo-derrota-actriz-cynthia-nixon-primarias-democratas-nndc-427947-noticia/,new york andrew cuomo derrota actriz cynthia nixon primarias democratas,andrew cuomo acerca ahora conquistar tercer mandato jefe cuarto mas poblado unidos,Mundo,gobernador nueva york unidos andrew cuomo triunfo actriz sex and the city activista lgbt cynthia nixon primarias democratas actriz nixon perdio cuomo segun primeras proyecciones publicadas medios locales votacion famosa actriz obstante mejor daba ultima encuesta siena college primera incursion politica cinthia nixon años madre tres hijos coloco izquierda cuomo buscaba convertirse primera persona abiertamente homosexual gobernar nueva york andrew cuomo hijo respetado exgobernador mario cuomo fallecido acerca ahora conquistar tercer mandato cuatro años jefe cuarto mas poblado unidos feudo democrata elecciones medio mandato noviembre nixon hizo fuerte campaña izquierda prometiendo salud control alquileres mejorar decrepito metro neoyorquino esperaba aprovechar corriente llevado victoria muchas mujeres integrantes minorias destronado hombres recientes elecciones locales criticada inexperiencia persona totalmente inexperto casa blanca poner albany capital lanzo jack buchanan años partidario cuomo tras votar jueves upper east side it s election day in new york polls are open until pm don t forget to vote andrew cuomo nygovcuomo septiembre fuente afp,2018-09-14,"Andrew Cuomo, Estados Unidos, Cynthia Nixon"
https://elcomercio.pe/luces/childish-gambino-rinde-tributo-mac-miller-concierto-chico-dulce-noticia-nndc-555698-noticia/,mac miller childish gambino rindio homenaje concierto,corazon roto siento bien triste dice especial manifesto childish gambino muerte mac miller,Luces,presentacion united center chicago destacado rapero childish gambino donald glover rindio homenaje amigo mac miller hallado vida viernes ultimo popular donald glover pidio fanaticos grabaran momento mercantilizar momento persona sensible mierda mac miller jodido dijo gambino tan amable tipo mas dulce agradable dos eramos chicos musica internet criticos decian tio blanco cursi tipo negro cursi soliamos hablar chico simplemente amaba musica manifesto musico ultimo concierto gambino siguio discurso deberiamos tristes si corazon roto siento bien triste dice especial momento especial sala merecen popular cantante dio fin tributo dedicandole tema riot mac miller asi solo quiero decir amo mac cancion sentencio cantante,2018-09-09,"Mac Miller, Childish Gambino",https://peru21.pe/espectaculos/childish-gambino-rinde-tributo-mac-miller-confiesa-chico-dulce-nndc-426921-noticia/,childish gambino rinde tributo mac miller confiesa chico mas dulce,corazon roto siento bien triste dice especial manifesto donald glover muerte mac miller,Espectáculos,childish gambino recordo mac miller ultima presentacion fin semana united center chicago recuerda miller encontrado vida ultimo viernes casas california popular donald glover pidio fanaticos grabaran momento mercantilizar momento persona sensible mierda mac miller jodido dijo gambino tan amable tipo mas dulce agradable dos eramos chicos musica internet criticos decian tio blanco cursi tipo negro cursi soliamos hablar chico simplemente amaba musica manifesto musico ultimo concierto gambino siguio discurso deberiamos tristes si corazon roto siento bien triste dice especial momento especial sala merecen popular cantante dio fin tributo dedicandole tema riot mac miller asi solo quiero decir amo mac cancion sentencio cantante puede interesar show player,2018-09-09,"Childish Gambino, Mac Miller"
https://peru21.pe/politica/duberli-rodriguez-reconoce-reunion-guido-aguila-mario-mendoza-nndc-425074-noticia/,duberli rodriguez reconoce reunion guido aguila mario mendoza,embargo ex presidente poder judicial nego nexos organizacion criminal cuellos blancos puerto,Política,ex presidente poder judicial duberli rodriguez reconocio haberse reunido guido aguila presidente consejo nacional magistratura cnm ahora encarcelado empresario mario mendoza sindicados integrantes organizacion criminal cuellos blancos puerto tratado ilicito reunion social aguila mendoza declaro rodriguez diario comercio agregando trato reunion titulares dos instituciones sistema judicial rodriguez reconocio hecho luego conocerse informe fiscal sandra castro hizo llegar fiscal supremo pablo sanchez da cuenta declaraciones colaboradores eficaces hacen alusion dicha reunion restaurante jesus maria declaro absoluta conviccion jamas formado parte ninguna organizacion criminal colaborare cualquier indagacion refirio juez supremo evito pronunciarse respecto relacion hijo abogado javier rodriguez gomez mario mendoza pues tema relacion abogado cliente compete desconozco pormenores resultados acuerdo informe fiscal rodriguez gomez ofrecio asesorar legalmente mendoza caso usurpacion agravada fin empresario habria pagado adelanto us mil segun testifico colaborador eficaz fiscal castro pasado julio duberli rodriguez presento renuncia irrevocable cargo presidente poder judicial medio crisis desatada difusion audios revelaban corrupcion enquistada poder organismos,2018-09-01,"Duberlí Rodríguez, Guido Águila, Los cuellos blancos del puerto, Mario Mendoza",https://elcomercio.pe/politica/duberli-rodriguez-reconoce-reunion-guido-aguila-mario-mendoza-noticia-552746-noticia/,duberli rodriguez reconoce reunion guido aguila mario mendoza,ex titular poder judicial niega tener nexos cuellos blancos puerto,Política,juez supremo duberli rodriguez tineo ex presidente poder judicial pj reconocio diario reunio guido aguila titular consejo nacional magistratura ahora encarcelado empresario mario mendoza ambos señalados parte cuellos blancos puerto acuerdo informe fiscal sandra castro envio fiscal supremo pablo sanchez recoge declaraciones colaboradores eficaces rodriguez reunio restaurante jesus maria aguila mendoza ultimo habria indicado hijo abogado javier rodriguez gomez haria buen trabajo dijo acuerdo informe fiscal hace dos años hijo juez supremo propuso mendoza servicios abogado caso usurpacion agravada labor segun colaborador eficaz fiscalia mendoza habria pagado adelanto us mil aunque llego realizar gestion alguna acuerdo version colaborador comunicacion comercio duberli rodriguez dijo tratado ilicito reunion social aguila mendoza indico trato conversacion informal presidentes dos instituciones sistema justicia irregular luego nego algun vinculo cuellos blancos puerto declaro absoluta conviccion jamas formado parte ninguna organizacion criminal colaborare cualquier indagacion respecto relaciones hijo mendoza sostuvo tema relacion abogado cliente compete desconozco pormenores resultados lado jueces supremos martin hurtado angel romero negaron ser parte cuellos blancos puerto señala informe fiscal sandra castro envio fiscal supremo pablo sanchez,2018-09-01,"Duberlí Rodríguez, Los Cuellos Blancos del Puerto"
