noticia_link_1,noticia_headline_1,noticia_bajada_1,noticia_antetitulo_1,noticia_cuerpo_1,noticia_dia_1,noticia_etiquetas_1,noticia_link_2,noticia_headline_2,noticia_bajada_2,noticia_antetitulo_2,noticia_cuerpo_2,noticia_dia_2,noticia_etiquetas_2
https://peru21.pe/mundo/japon-primer-ministro-shinzo-abe-visita-hokkaido-fuerte-sismo-dejo-37-muertos-426811-noticia/,primer ministro visita hokkaido tras fuerte sismo dejo menos muertos,japon desplego miles agentes rescate incluidas fuerzas autodefensa buscar desaparecidos ayuda excavadoras perros helicopteros,Mundo,primer ministro japon shinzo abe visito domingo region septentrional hokkaido golpeada terremoto dejo muertos segun nuevo balance autoridades shinzo abe visito sapporo principal ciudad region terremoto magnitud jueves provoco derrumbes casas agrieto carreteras mayoria muertos registraron pequeña localidad rural atsuma conjunto viviendas quedaron destrozadas corrimiento ladera previsto primer ministro tomara helicoptero ver devastacion causada aldea tambien visitara refugios evacuacion atsuma reunirse gobernador hokkaido harumi takahashi visita primer ministro produce mientras continuan operaciones busqueda rescate encontrar dos personas todavia desaparecidas gobierno isla hokkaido informo balance muertos aumento lluvias intermitentes atsuma labores continuan buscar personas desaparecidas dijo afp funcionario regional gestion desastres gobierno central desplego miles agentes rescate incluidas fuerzas autodefensa buscar desaparecidos ayuda excavadoras perros helicopteros sismo jueves ultimo desastre natural ocurrido pais ultimas semanas tras tifon mas potente golpeo japon cuarto siglo mato personas obligo cerrar principal aeropuerto regional archipielago encuentra anillo fuego pacifico registran gran parte sismos erupciones volcanicas mundo fuente afptambien puede interesar l w partido peru sorprende ausencia guerrero show player,2018-09-09,"Japón, Shinzo Abe",https://peru21.pe/mundo/asia/japon-buscan-supervivientes-sismo-dejo-18-muertos-426414-noticia/,buscan supervivientes sismo japon dejo muertos,mil efectivos helicopteros participan operaciones rescate tras sismo demagnitud afecto principalmente localidad atsuma ubicada pie montaña isla hokkaido norte japon,Asia,rescatistas japoneses aceleran viernes busqueda supervivientes personas sepultadas bajo barro tras corrimientos tierra provocados potente sismo norte japon cuyo balance provisional aumento muertos pequeña localidad atsuma pie montaña isla hokkaido norte pago precio mas alto desastre muertos conjunto viviendas quedaron destrozadas derrumbe ladera provocado terremoto magnitud dejo unas profundas cicatrices marrones paisaje postal toda noche socorristas buscaron supervivientes ayuda excavadoras perros tarea dificultada replicas terremoto muchas personas siguen sepultadas bajo tierra trabajamos descanso esfuerzos rescate dificiles comento militar fuerzas autodefensa sdf cadena television nhk haremos posible encontrarlas rapidamente añadio familiares estan todavia enterrados bajo barro podido dormir toda noche tambien varios temblores noche movida declaro habitante zona nhk imagenes television mostraban calles carreteras reventadas muros hundidos casas inestables tras seismo ocurrido plena noche isla septentrional hokkaido km sudeste capital regional sapporo palabras vivo aqui hace años decir confeso joven ciudad nuevos riesgos mil efectivos helicopteros estan movilizados operaciones rescate ayudar siniestrados cuales esperaban supermercados estaciones servicio hacerse provisiones tras corte electricidad general debido detencion todas centrales region alrededor poblacion isla recupero suministro viernes mañana segun empresa hokkaido electric quedaban todavia millones personas oscuridad cifra deberia reducirse mil hacia final dia necesitara semana central mas importante pueda volver ponerse marcha preciso ministro industria hiroshige seko entonces pidio poblacion reduzca consumo electricidad miembros misma familia permanecer juntos sola habitacion servicios transportes tambien iban regresando progresivamente normalidad preve trenes alta velocidad vuelvan funcionar mitad jornada aeropuerto sapporo volvia recibir pasajeros despues haber anulado vuelos mas jueves embargo partido futbol amistoso japon chile previsto viernes sapporo anulo primer ministro japones shinzo abe advirtio riesgo riadas lodo esperan precipitaciones region despues gran sismo producen sismos dos tres dias despues advirtio parte toshiyuki matsumori encargado controlar terremotos tsunamis agencia meteorologica riesgo derrumbes casas corrimientos tierras aumento añadio insto residentes prestar mucha atencion actividad sismica precipitaciones ir zonas peligrosas japon encuentra confluencia cuatro placas tectonicas cada año sufre alrededor sismos mas fuertes registrados tierra marzo devastador sismo magnitud posterior tsunami mataron personas provocaron catastrofe nuclear fukushima archipielago japones recuperaba aun jueves poderoso tifon jebi mato personas suroeste dejo casas destruidas postes derribados arboles arrancados vehiculos arrastrados viento accidentados fuente afp,2018-09-07,Japón
https://peru21.pe/mundo/asia/japon-asciende-30-cifra-muertos-sismo-nndc-426641-noticia/,cifra muertos sismo japon aumenta,mayoria decesos registraron atsuma conjunto viviendas quedaron destrozadas luego sismo magnitud remecio norte japon,Asia,balance potente sismo provoco corrimientos tierra norte japon aumento muertos sabado decenas miles rescatistas siguen buscando supervivientes atrapados barro mayoria muertos registraron pequeña localidad rural atsuma conjunto viviendas quedaron destrozadas derrumbe ladera provocado terremoto magnitud dejo unas profundas cicatrices marrones paisaje todavia unas nueve personas desaparecidas pueblo alrededor sufren daños menores segun gobierno local isla hokkaido norte aqui nunca corrimientos tierra dijo akira matsushita perdio hermano atsuma podia creerlo vi propios ojos conto television tv asahi vi supe nadie podia sobrevivir mil efectivos rescate buscan supervivientes ayuda excavadoras perros helicopteros segun portavoz gubernamental hacen mejor pueden contrarreloj dijo prensa yoshihide suga primer ministro japones shinzo abe dijo electricidad restaurada casi completo isla hokkaido tres millones hogares quedaron corriente sismo jueves daño planta termica proporciona energia region numero hogares electricidad redujo mil dijo abe reunion gabinete dedicada sismo primer ministro señalo tambien gobierno liberara fondos emergencia proporcionar alimentos agua carburante necesario generadores electricidad hospitales aun mil hogares agua unas mil personas estan evacuadas albergues sismo tambien derribo varias casas muros sapporo principal ciudad region aunque mayoria victimas registraron corrimiento tierra atsuma vuelos internacionales reanudaron principal aeropuerto sapporo sabado dia despues trenes alta velocidad volvieran funcionar sismo jueves ultimo desastre natural golpeo pais ultimas semanas partes oeste pais todavia estan recuperando tifon mas potente golpeo japon cuarto siglo mato personas obligo cerrar principar aeropuerto regional japon encuentra anillo fuego pacifico registran gran parte sismos erupciones volcanicas mundo fuente afp,2018-09-08,Japón,https://peru21.pe/mundo/japon-primer-ministro-shinzo-abe-visita-hokkaido-fuerte-sismo-dejo-37-muertos-426811-noticia/,primer ministro visita hokkaido tras fuerte sismo dejo menos muertos,japon desplego miles agentes rescate incluidas fuerzas autodefensa buscar desaparecidos ayuda excavadoras perros helicopteros,Mundo,primer ministro japon shinzo abe visito domingo region septentrional hokkaido golpeada terremoto dejo muertos segun nuevo balance autoridades shinzo abe visito sapporo principal ciudad region terremoto magnitud jueves provoco derrumbes casas agrieto carreteras mayoria muertos registraron pequeña localidad rural atsuma conjunto viviendas quedaron destrozadas corrimiento ladera previsto primer ministro tomara helicoptero ver devastacion causada aldea tambien visitara refugios evacuacion atsuma reunirse gobernador hokkaido harumi takahashi visita primer ministro produce mientras continuan operaciones busqueda rescate encontrar dos personas todavia desaparecidas gobierno isla hokkaido informo balance muertos aumento lluvias intermitentes atsuma labores continuan buscar personas desaparecidas dijo afp funcionario regional gestion desastres gobierno central desplego miles agentes rescate incluidas fuerzas autodefensa buscar desaparecidos ayuda excavadoras perros helicopteros sismo jueves ultimo desastre natural ocurrido pais ultimas semanas tras tifon mas potente golpeo japon cuarto siglo mato personas obligo cerrar principal aeropuerto regional archipielago encuentra anillo fuego pacifico registran gran parte sismos erupciones volcanicas mundo fuente afptambien puede interesar l w partido peru sorprende ausencia guerrero show player,2018-09-09,"Japón, Shinzo Abe"
https://elcomercio.pe/mundo/eeuu/video-2016-muestra-dirigentes-google-lamentando-victoria-donald-trump-noticia-556919-noticia/,video muestra dirigentes google lamentando victoria trump,encuentro eleccion donald trump profundamente hiriente contraria valores google dijosergei brin cofundador google,EEUU,san francisco sitio extrema derecha estadounidense breitbart difundio miercoles video interno google ve varios dirigentes gigante informatico empleados lamentar triunfo republicano donald trump elecciones publicacion lugar momentos presidente parlamentarios republicanos acusan google facebook twitter censurar voces republicanas redes favorecer opiniones progresistas video mas hora puede leer pantalla gigante situada alto estrado acronimo tgif thank god it s friday termino designa reuniones semanales direccion asalariados google mencion noviembre mes eleccion trump casa blanca sergei brin cofundador google actual presidente casa madre alphabet aparece hablando microfono diciendo probablemente tgif mas feliz mucha gente aqui contrariada triste eleccion agrega encuentro eleccion profundamente hiriente contraria valores google directora financiera compañia ruth porat mostrada borde llanto mientras eileen naughton responsable recursos humanos dice grupo sera vigilante temas relacionados inmigracion tiempo llama empleados ser tolerantes colegas conservadores dijo reunion ninguna permite pensar manera concebimos administramos productos vea bajo influencia politica alguna señalo google correo electronico dirigido afp preciso tambien opiniones vertidas ocasion personales breitbart dirigido steve bannon ex asesor donald trump fuente afp,2018-09-12,"Donald  Trump, Google, Estados Unidos",https://peru21.pe/mundo/ee-uu-video-2016-muestra-dirigentes-google-lamentando-victoria-donald-trump-nndc-427708-noticia/,video muestra dirigentes google lamentando victoria trump,imagenes filtradas ocurren justo presidente parlamentarios republicanos acusan google facebook twitter censurar voces republicanas redes,Mundo,sitio extrema derecha unidos breitbart filtro video interno google ve varios directivos gigante informatico empleados lamentar triunfo donald trump elecciones año imagenes filtradas ocurren justo presidente parlamentarios republicanos acusan google facebook twitter censurar voces republicanas redes favorecer opiniones progresistas video mas hora puede leer pantalla gigante situada alto estrado acronimo tgif mencion noviembre mes eleccion trump casa blanca sergei brin cofundador google actual presidente casa madre alphabet aparece hablando microfono diciendo probablemente tgif mas feliz mucha gente aqui contrariada triste eleccion agrega encuentro eleccion profundamente hiriente contraria valores google directora financiera compañia ruth porat mostrada borde llanto mientras eileen naughton responsable recursos humanos dice grupo sera vigilante temas relacionados inmigracion tiempo llama empleados ser tolerantes colegas conservadores breitbart dirigido steve bannon exasesor donald trump fuente afp,2018-09-12,"Google, Estados Unidos, Donald Trump"
https://peru21.pe/economia/donald-trump-insta-apple-producir-ee-uu-evitar-posibles-aranceles-china-nndc-426731-noticia/,donald trump insta apple producir ee uu evitar posibles aranceles china,presidente unidos prometio habria incentivo fiscal compañia tecnologica si acepta solucion planteada,Economía,presidente unidos donald trump insto hoy gigante tecnologico apple producir componentes pais evitar verse afectado aranceles gobierno podria imponer china precios apple pueden incrementarse debido masivos aranceles podriamos imponer china solucion sencilla habria cero impuestos escribio trump cuenta personal twitter traves red social mandatario pidio hagan productos unidos vez china incluso podrian obtener incentivo fiscal mensaje finaliza casi orden expresa compañia empiecen construir nuevas plantas produccion ahora emocionante recuerda trump amenazo dia imponer us millones aranceles china sumarian us millones administracion preparando poner marcha proximamente dicha posibilidad afecto directamente acciones apple expreso descontento señalar productos podrian verse impactados aranceles bienes importados china compañia termino ultima sesion wall street descenso tras desplomarse participaciones media hora cierre despues haber cotizado verde practicamente toda jornada fuente efete puede interesar show player,2018-09-08,"Apple, Donald Trump, EE.UU., China",https://elcomercio.pe/economia/mundo/donald-trump-insta-apple-producir-ee-uu-evitar-posibles-aranceles-china-noticia-nndc-555404-noticia/,trump insta apple producir ee uu evitar posibles aranceles china,presidente unidos prometio habria incentivo fiscal compañia tecnologica si acepta solucion planteada,Mundo,presidente unidos donald trump insto hoy gigante tecnologico apple producir componentes pais evitar verse afectado aranceles gobierno podria imponer china precios apple pueden incrementarse debido masivos aranceles podriamos imponer china solucion sencilla habria cero impuestos escribio trump cuenta personal twitter traves red social mandatario pidio hagan productos unidos vez china incluso podrian obtener incentivo fiscal mensaje finaliza casi orden expresa compañia empiecen construir nuevas plantas produccion ahora emocionante recuerda trump amenazo dia imponer us millones aranceles china sumarian us millones administracion preparando poner marcha proximamente dicha posibilidad afecto directamente acciones apple expreso descontento señalar productos podrian verse impactados aranceles bienes importados china compañia termino ultima sesion wall street descenso tras desplomarse participaciones media hora cierre despues haber cotizado verde practicamente toda jornada,2018-09-08,"Apple, EE.UU., Donald Trump, China"
https://elcomercio.pe/mundo/actualidad/donald-trump-cancela-ayuda-25-millones-hospitales-palestinos-medios-noticia-nndc-555366-noticia/,trump cancela ayuda us millones hospitales palestinos,alegando motivos interes nacional mandatario estadounidense ordeno redirigir dicho fondoque debian servir ayudar red hospitalaria jerusalen,Actualidad,washington presidente unidos donald trump ordeno eliminar ayuda millones dolares hospitales palestina medida calificada chantaje politico sectores palestinos presidente ordeno revision ayuda estadounidense autoridad palestina cisjordania gaza asegurar fondos gastados acorde intereses nacionales indico afp funcionario departamento consecuencia vamos redirigir casi millones dolares inicialmente previstos red hospitales jerusalen fondos iran proyectos prioritarios lugares agrego fuente organizacion liberacion palestina olp reacciono rapidamente denunciando chantaje politico medida inhumana inmoral eliminar fondos vitales hospitales jerusalen hospital augusta vitoria oftamologia saint jean gobierno estadounidense amenaza provocar inestabilidad causar daños severos miles pacientes palestinos dijo hanane achraoui olp mientras oficina primer ministro palestino denunciaron accion decision vergonzosa gobierno estadounidense anuncio dejara financiar agencia onu refugiados palestinos unrwa semana despues haber eliminado mas millones dolares ayuda palestinos presidente trump sostiene tomo decisiones forzar lideres palestinos iniciar negociaciones unidos paga enormes sumas dinero digo ustedes tendran dinero pagaremos veamos concluido acuerdo dijo mandatario dirigentes judios washington autoridad palestina rompio contacto gobierno estadounidense despues trump reconocio jerusalen capital israel inicios diciembre rechazo unidos mediador proceso paz fuente afp,2018-09-08,"Palestina, Donald Trump",https://peru21.pe/mundo/america/donald-trump-cancela-ayuda-25-millones-hospitales-palestinos-medios-nndc-426709-noticia/,donald trump cancela ayuda us millones hospitales palestinos segun medios,alegando motivos interes nacional mandatario habria mandado suprimir dichos fondos debian servir ayudar red hospitalaria jerusalen,América,presidente unidos donald trump ordeno semana cancelar ayuda millones dolares destinada centros hospitalarios palestina dio instrucciones dichos fondos empleados alguna causa informaron hoy medios locales alegando motivos interes nacional mandatario habria mandado suprimir dichos fondos debian servir ayudar red hospitalaria jerusalen acuerdo funcionario departamento citado medios consultada casa blanca rechazo pronunciarse asunto decision supone paso mas actual politica presion gobierno presidente donald trump palestina pasado agosto washington anuncio decision cortar fondos concede agencia onu refugiados palestinos unrwa impactara servicios provee millones personas alegando trataba mision irremediablemente defectuosa pasado enero ee uu recorto buena parte aportaciones financieras unrwa año solo entrego millones dolares lugar mas millones previstos generado graves problemas economicos agencia fin mantener servicios cancelacion ayuda llevo secretario onu antonio guterres lamentar decision podria tener consecuencias estabilidad region relacion ejecutivo trump autoridades palestinas deteriorado mandatario estadounidense reconocio pasado diciembre capital israeli jerusalen reclamada palestina sede administrativa religiosa futuro informacion efe,2018-09-08,"Donald Trump, Palestina"
https://peru21.pe/mundo/america/donald-trump-destaca-excelente-mauricio-macri-dificil-situacion-economica-nndc-425686-noticia/,donald trump destaca excelente trabajo mauricio macri dificil situacion economica,presidente macri haciendo excelente trabajo dificil situacion economica financiera afirmo trump comunicado,América,presidente estadounidense donald trump recalco hoy excelente trabajo presidente argentino mauricio macri actual dificil situacion economica argentina vez mostro apoyo peticion pais suramericano acelerar desembolso credito fmi presidente macri haciendo excelente trabajo dificil situacion economica financiera afirmo trump comunicado tras informar habia conversado mañana mandatario argentino trump subrayo sentido apoyo compromiso argentina fondo monetario internacional fmi encarar actuales desafios economicos pais presidente argentina mauricio macri dialogo hoy telefonicamente par unidos donald trump situacion economica encuentra pais temas relevantes agenda global informaron fuentes oficiales argentinas comunicado conversacion duro minutos trump expreso coyuntura argentina acepto invitacion presidente macri realizar visita noviembre proximo marco cumbre lideres g buenos aires conversacion da medio crisis causada desplome peso argentino mismo dia equipo encabezado ministro economia nicolas dujovne reunira washington directora gerente fondo monetario internacional fmi christine lagarde renegociar acuerdo financiero firmado organismo junio pasado informacion efe,2018-09-04,"Donald Trump, Mauricio Macri",https://peru21.pe/economia/mauricio-macri-donald-trump-hablaron-situacion-economica-argentina-nndc-425677-noticia/,mauricio macri donald trump hablaron situacion economica argentina,mediante llamada telefonica mandatarios gobierno conversaron temas relevantes agenda global crisis economica argentina segun comunicado,Economía,presidente argentina mauricio macri converso hoy telefonicamente par unidos donald trump situacion economica encuentra pais temas relevantes agenda global segun comunicado llamada minutos trump indico coyuntura argentina acepto invitacion presidente macri realizar visita proximo noviembre marco cumbre lideres g realizarse buenos aires dialogo da medio crisis causada fuerte caida peso argentino frente dolar mismo dia equipo encabezado ministro economia nicolas dujovne reunira washington gerente fondo monetario internacional fmi christine lagarde renegociar acuerdo financiero firmado dicho organismo pasado junio ambos jefes previsto seguir manteniendo contacto fluido expresaron deseos volver encontrarse margenes proxima asamblea general naciones unidas nueva york fines setiembre subrayo texto divulgado asimismo informo ambos presidentes conocen hace años faceta empresarios tambien dialogaron temas relevantes agenda global primera vez ambos jefes dialogan situacion economica argentina hace meses conocieron negociaciones gobierno argentino fmi lograr credito permitiera afrontar fuerte caida peso dolar trump respaldo twitter gestion macri gran charla amigo presidente mauricio macri argentina semana haciendo buen trabajo argentina apoyo vision transformar economia pais liberar potencial escribio entonces mandatario estadounidense despues misma red social macri agradecio donald trump reconocio amigo apoyo afecto mostrado hacia politica economica fuente efe,2018-09-04,"Crisis económica, Donald Trump, Mauricio Macri, Argentina"
https://elcomercio.pe/mundo/actualidad/bob-woodward-donald-trump-quiso-mandar-asesinar-presidente-sirio-bashar-asad-nuevo-libro-noticia-553913-noticia/,trump quiso mandar asesinar presidente sirio segun nuevo libro,segun nuevo libro bob woodward donald trump dijo secretario defensa jim mattis queria mandar asesinar bashar asad despues presidente sirio lanzo ataque quimico civiles abril,Actualidad,washington presidente unidos donald trump quiso organizar asesinato par sirio bashar asad año pasado secretario defensa ignoro solicitud segun nuevo libro aun publicado texto muestra ocasiones asesores mayor rango mandatario eludido instrucciones limitar consideran comportamiento dañino peligroso diario washington post publico martes fragmentos libro titulado fear escrito afamado reportero caso watergate bob woodward libro aun publicado ultimo detallar tensiones casa blanca meses presidencia trump libro muestra trump persona propensa arrebatos soeces decisiones impulsivas tambien describe panorama caotico segun woodward equivale golpe administrativo segun libro trump dijo secretario defensa jim mattis queria mandar asesinar asad despues presidente sirio lanzo ataque quimico civiles abril mattis dijo trump trabajaria ello lugar desarrollo plan llevar cabo ataque aereo limitado amenazo personalmente asad secretario defensa aseguro posteriormente colaboradores trump actuo estudiante quinto sexto grado segun libro casa blanca respondio inmediato solicitud comentarios u aspectos extractos libro pentagono nego referirse asunto woodward logro fama nacional informes escandalo watergate decada hablo altos asesores mandatario escribir libro acordando revelaria obtuvo informacion dijo post revelaciones libro narra gary cohn ex principal asesor economico casa blanca robo carta despacho trump presidente planeaba firmar retirar unidos acuerdo comercial corea sur cohn intento frenar impulsos proteccionistas mandatario tambien planeo eliminar documento similar habria retirado unidos tratado libre comercio america norte tlcan mexico canada escribio woodward unidos sigue parte ambos acuerdos comerciales mientras negocia nuevos terminos libro tambien cuenta asesores insultado trump espaldas ejemplo jefe gabinete john kelly llamo idiota dijo crazytown ciudad loca peor trabajo fuente reuters,2018-09-04,"Bashar al Asad, Bob Woodward, Donald Trump, Siria",https://peru21.pe/mundo/donald-trump-quiso-asesinar-presidente-sirio-nuevo-libro-woodward-nndc-425767-noticia/,donald trump quiso asesinar presidente sirio segun nuevo libro woodward,diario washington post publico fragmentos libro titulado fear escrito afamado reportero caso watergate bob woodward,Mundo,donald trump presidente unidos quiso organizar asesinato colega sirio bashar assad año pasado secretario defensa ignoro solicitud segun nuevo libro aun publicado texto muestra ocasiones asesores mayor rango mandatario eludido instrucciones limitar consideran comportamiento sumamente peligroso dañino diario washington post publico martes fragmentos libro titulado fear escrito afamado reportero caso watergate bob woodward libro aun publicado ultimo detallar tensiones casa blanca meses presidencia donald trump libro muestra trump persona propensa arrebatos soeces decisiones impulsivas tambien describe panorama caotico segun woodward equivale golpe administrativo segun libro trump dijo secretario defensa jim mattis queria mandar asesinar assad despues presidente sirio lanzo ataque quimico civiles abril mattis dijo donald trump trabajaria ello lugar desarrollo plan llevar cabo ataque aereo limitado amenazo personalmente assad secretario defensa aseguro posteriormente colaboradores mandatario actuo estudiante quinto sexto grado segun libro bob woodward logro fama nacional informes escandalo watergate decada hablo altos asesores mandatario escribir libro acordando revelaria obtuvo informacion dijo post libro tambien cuenta asesores insultado trump espaldas ejemplo jefe gabinete john kelly llamo idiota dijo crazytown ciudad loca peor trabajo fuente reuters,2018-09-04,"Bob Woodward, Bashar al Assad, Donald Trump"
https://elcomercio.pe/mundo/eeuu/donald-trump-condena-cobarde-articulo-asesor-anonimo-gobierno-noticia-554355-noticia/,trump condena cobarde articulo asesor anonimo gobierno,presidente unidos arremetio articulo opinion alto funcionario gobierno critico duramente forma anonima diario the new york times,EEUU,presidente unidos donald trump califico miercoles cobarde articulo opinion alto funcionario gobierno critico duramente forma anonima diario the new york times mientras portavoz casa blanca sarah sanders exigio autor texto dimita asi fracasado new york times tribuna anonima pueden creerlo anonima quiere decir cobarde tribuna cobarde dijo trump reunion casa blanca decenas alguaciles pais presidente leyo folio papel logros conseguido casi dos años poder argumento hace palidecer decir alguien anonimo dentro gobierno probablemente fracasando probablemente aqui razones equivocadas new york times fracasando subrayo trump pronostico presidente diario cadena cnn quedaran negocio tener contar numeros encuestas estan subiendo nadie va acercar siquiera derrotarme sentencio presidente comunicado despues portavoz casa blanca recordo casi millones personas votaron trump elecciones nadie voto fuente cobarde anonima fracasado the new york times individuo escrito articulo elegido engañar lugar apoyar debidamente elegido presidente unidos poniendo pais primero sino poniendose si mismo ego delante voluntad pueblo estadounidense señalo sanders cobarde deberia hacer correcto dimitir añadio portavoz tambien opino tribuna ejemplo esfuerzo concertado medios comunicacion progresistas desacreditar presidente articulo opinion alto cargo gobierno estadounidense cuya identidad solo conoce equipo editorial new york times asegura amplio grupo funcionarios trabajan trump esfuerzan contener frustrar impulsos mandatario consideran mas dañinos muchas personas designadas trump jurado hacer podamos preservar instituciones democraticas vez frustramos impulsos mas equivocados trump deje cargo señalo funcionario destaco falta moralidad presidente fuente efe,2018-09-05,"Estados Unidos, Donald Trump",https://peru21.pe/mundo/asesor-revela-pacto-interior-casa-blanca-anular-politicas-donald-trump-nndc-426029-noticia/,asesor revela pacto interior casa blanca anular politicas donald trump,articulo publicado traves new york times primera vez destapa corriente mandatario dentro propio gobierno,Mundo,alto cargo casa blanca revelo traves escrito editorial new york times amplio grupo funcionarios trabajan presidente donald trump realizan conjunto acciones anular politicas consideran mas dañinas mandatario articulo permanecio anonimato comenzo subrayando mayor reto enfrenta presidente unidos funcionarios propia administracion estan trabajando diligentemente dentro frustrar partes objetivos peores tendencias primera vez new york times dice querer proteger identidad fuente evitar expulsion administracion publica articulo opinion fuente permanece anonimato destapa corriente mandatario dentro propio gobierno autor aclara inusual texto esfuerzos anular iniciativas trump parte resistencia popular izquierda queremos administracion exito creemos muchas politicas hecho unidos mas segura prospera concreta fuente ademas señala grupo funcionarios actua politicas trump presidente sigue actuando detrimento salud republica texto afirma raiz problema actual administracion falta moralidad presidente señala aunque elegido representante partido republicano defiende ideas conservadores libertad pensamiento libertad mercado explica ademas ayudantes trump retratados villanos medios privado esforzado contener malas decisiones misiva tambien revela fase inicial actual mandato miembros gabinete gubernamental llegaron plantearse iniciar proceso destitucion presidente nadie queria provocar crisis constitucional modo reflexion texto fuente anonima plantea principal cuestion donald trump hecho presidencia sino pueblo estadounidense permitido hacerle nacion fuente efe,2018-09-05,"Donald Trump, Estados Unidos, New York Times"
https://elcomercio.pe/mundo/actualidad/donald-trump-manifesto-supervivencia-pais-iran-duda-noticia-nndc-554327-noticia/,trump manifesto supervivencia pais iran duda,mandatario indico presidira reunion iran consejo seguridad onu ademas descarto homologo irani hasan rohani,Actualidad,washington presidente unidos donald trump dijo iran problemas preocupado propia supervivencia pais descarto iniciar conversaciones teheran incluso reunirse mes nueva york homologo irani hasan rohani iran lugar diferente llegue poder ahora mismo iran problemas llegue poder debate cuanto tiempo pasaria conquistaran oriente medio ahora estan preocupando propia supervivencia pais dijo trump declaraciones periodistas casa blanca veremos ocurre iran si quieren hablar depende siempre estare disponible añadio trump hablo prensa comienzo reunion despacho oval emir kuwait jeque sabah ahmed sabah trump finales mes presidira reunion iran consejo seguridad onu descarto pueda reunirse rohani visita nueva york participar asamblea general naciones unidas posible posible posible veremos respondio mandatario ser preguntado posibilidad encuentro vez emir kuwait abandono casa blanca trump aseguro periodistas ambos habian hecho enormes avances relativo iran reunion dar mas detalles kuwait hecho inversiones tremendas unidos estan comprando equipos militares apreciamos francamente trabajando duro llevar estabilidad oriente medio afirmo trump comienzo encuentro jeque yemen situacion tragica muchas areas tragicas oriente medio duro puzzle complicado haciendo grandes avances agrego emir kuwaiti parte dijo conversaria trump cooperar acabar crisis golfo persico despues mas año infructuosos esfuerzos parte emirato mediar disputa diplomatica comercial catar cuarteto arabe liderado arabia saudi tambien confio esfuerzos onu puedan poner fin destructivo conflicto yemen aseguro hablaria trump tema palestino israel fuente efe,2018-09-05,"Irán, Donald Trump",https://peru21.pe/mundo/donald-trump-manifesto-supervivencia-pais-iran-duda-nndc-426025-noticia/,donald trump dice iran preocupando propia supervivencia pais,mandatario indico presidira reunion iran consejo seguridad onu ademas descarto homologo irani hasan rohani,Mundo,donald trump presidente unidos dijo iran encuentra problemas preocupado propia supervivencia pais descarto iniciar serie conversaciones teheran incluso reunirse homologo irani hasan rohani iran lugar diferente llegue poder ahora mismo iran problemas llegue poder debate cuanto tiempo pasaria conquistaran oriente medio ahora estan preocupando propia supervivencia pais dijo mandatario donald trump finales mes presidira reunion iran consejo seguridad onu descarto pueda reunirse rohani visita nueva york participar asamblea general naciones unidas veremos ocurre iran si quieren hablar depende siempre estare disponible posible veremos respondio mandatario ser preguntado posibilidad encuentro declaraciones dieron marco reunion donald trump emir kuwait jeque sabah ahmed sabah vez emir kuwait abandono casa blanca donald trump aseguro periodistas ambos habian hecho enormes avances relativo iran reunion dar mas detalles fuente efe,2018-09-05,"Donald Trump, Estados Unidos"
https://peru21.pe/economia/trump-amenaza-imponer-enormes-aranceles-otros-us-267-000-millones-productos-chinos-426506-noticia/,trump amenaza imponer enormes aranceles productos chinos,china responderia imposicion aranceles similares productos estadounidenses valorados us millones,Economía,presidente donald trump amenazo hoy golpear pais aranceles us millones productos origen chino aumentando mas tension posible guerra comercial odio hacer detras us millones listos ir tiempo si quiero dijo presidente estadounidense trump dijo periodistas proxima ronda aranceles productos chinos us millones sera pronto seran ultimos china respondio amenaza afirmando pondrian aranceles productos unidos valor us millones economistas argumentan tarifas trump haran costo bienes aumente empresas consumidores estadounidenses mismo tiempo costos mas altos inversiones lentas llevarian desaceleracion economica cabe mencionar pequeñas empresas estadounidenses despedido trabajadores reducido planes hacer crecer negocio debido aranceles respuesta noticias indices acciones ee uu zambulleron promedio industrial dow jones cayendo aproximadamente partir m hora local,2018-09-07,"Guerra Comercial, Dow Jones, China, Aranceles, Trump",https://peru21.pe/economia/wall-street-finaliza-rojo-comentarios-donald-trump-nuevos-aranceles-426541-noticia/,wall street finaliza rojo tras comentarios donald trump nuevos aranceles,dow jones cerro perdidas unidades mientras s amp p cedio unidades,Economía,principales indicadores wall street cerraron hoy baja jornada sacudida comentarios presidente donald trump avivo posibilidad aranceles adicionales importaciones productos chinos segun datos final operaciones promedio industrial dow jones perdio puntos unidades indice selectivo s p cayo puntos unidades mientras nasdaq composite valores tecnologicos perdio puntos enteros caida nasdaq debio reportes sugirieron gravamenes trump pretende aplicar darian productos marca apple asimismo perdidas tesla causada director general elon musk ser visto fumando parecia ser marihuana entrevista recuerda donald trump declaro hoy andanada arancelaria productos us millones estan listos podrian aplicarse pronto agrego us millones prontos instaurar cuanto quiera cumplirse advertencias presidente estadounidense virtualmente compra unidos china estaria penalizado aranceles fuente afp ap reuters,2018-09-07,"Dow Jones, S&P 500, Nasdaq, Wall Street"
